Text,Period
tempo contudo parte tira repouso sempre faz falta começaramse outros levantar velho ainda deteve pe dizendo senhor dom julio tudo tençao fazer merces porem nao fico devendo porque antes quisera poupar tempo sono viver vida dormir verdade conversaçao tao bons amigos so vive posso ter melhor fazendo noites compridas alargar idade sentença antiga tempo dormimos perdemos vida chamaram sono imagem morte pratica disposiçao palavras ia crescendo gosto daqueles amigos exercicio tao proveitosa conversaçao tal maneira nenhum perdia sentido materias ficavam tocadas armarem razoes contos exemplos cada mostrasse outros suficiencia naquela porem pratica vulgar ficou leonardo mui atalhado assim coisa tudo,XVI
primeiras receio humildade passando adiante começai ja descobrir retorica nova lingua portuguesa escusar comprida dilatada preceitos limites força hao misturar latina evitar largueza arte poupar paciencia ouvintes outras noites acudirei brevemente alguns vicios lingua portuguesa nao fugindo termos latina levandoos fundamento fazendoo nestas cinco advertencias falar vulgarmente propriedade fugir prolixidade nao confundir razoes brevidade nao enfeitar curiosidade palavras nao descuidar confiança certo parece retorica abreviada podia servir todas linguas porque confusao muitos preceitos figuras atribuem mestres desta arte podem compreender debaixo desses cinco bem achados pois solino chamou vicios sete pecados contra discriçao podia chamar preceitos cinco sentidos tratando primeiro,XVI
estimava tal servidao vida riquezas deixava erotes escravo marco antonio matou pesar ver senhor vencido augusto euporo escravo lucio graco matou sobre corpo escravo papiniao vendo imigos entravam quinta senhor matarem trocou vestido meteu dedo anel preço deitandoo porta saiu outra receber morte haviam dar senhor frederico eveshim escravo conrado imperador sabendo vinham matar fez sair paço deitou cama aonde cuidando imigos conrado mataram outros muitos escravos nome mereciam ficasse eterno memoria fidelidade pode esquecer grande animo lazaro cherdo escravo naçao serviano vendo senhor cativo turcos morto desejando vingarlhe morte preço vida fingindo vinha fugido hungaros entrou campo turquesco dizendo,XVI
ma avareza possuia cobiçosa sede desejava pois animos livres nao impede caminho virtudes antes forças lustre grandeza constantino magno enriqueceu igreja romana carlos iv comprou vida emmanuel honrou nome portugues dilatou fe catolica oriente lourenço medices honrou florença leonardo lauredano libertou veneza carlos brugi socorreu esterilidade flandres outros muitos souberam despender valorosamente maneira nele condenaçao justificaçao morte vida possui deseja acho extremada historia toca ausonio poeta epigrama homem desesperado paixao ia enforcar lugar secreto levando consigo baraço havia deixar vida sucedeu força fez caindo parte terra naquele lugar descobriu tesouro cuja vista mudou logo pensamento levando achara deixou lugar baraço,XVI
ajudar riquezas nao despender soldo nao resistencia contra exercito tartaros cativo mandou meter camara ouro joias preciosas antes mandar dar outro mantimento dizendo daquele comesse vontade assim grande abundancia riquezas miseravel calife morreu fome pois ouro si nao pode satisfazer gosto deleitar sentidos senao engano alcança pode capaz amor temestes doutor porem nao seguistes ajudado vosso receio autoridade valer primeira opiniao propos amante cobiçoso nao diferem amor emprego fundo opiniao moderna si muitas autoridades antigas nenhuma pessoa ama outra si mesma pode ter amor outrem primeiro nao amar si amor nasce desejar amar coisas afeiçoa inclina natureza amo porque parece,XVI
afronta senado faria grande desse lugar devido pessoa inferior merecimentos quanto dissimulaçao sofrimento so esforçados costuma achar confiança meterem cortesania puderam estranhar arrogancia aconteceu giuberto dandalo embaixador venezianos papa nicolau terceiro jamais ouvido pode alcançar entrada sumo pontifice enojo contra senado sobre possessao ancona ate vendo pouco importavam muitas diligencias fingiu dia saindo alegre semblante haverlhe falado alcançado fim negocio vinha esperar outra coisa partiu veneza onde preguntandolhe senado passara respondeu nao achei papa roma soubesse dizer aonde acharia mui principais sao partes esforço entendimento embaixador porem igual necessidade todas outras representar nobreza pessoa rei magnificencia adquirir vontades ministros criados,XVI
atras proprios filhos nao vede fez algum escravo publio catieno deixandoo senhor universal herdeiro bens fidelidade servira mostrar agradecido morte deitou vivo fogueira queimavam corpo senhor morreu mostrando estimava tal servidao vida riquezas deixava erotes escravo marco antonio matou pesar ver senhor vencido augusto euporo escravo lucio graco matou sobre corpo escravo papiniao vendo imigos entravam quinta senhor matarem trocou vestido meteu dedo anel preço deitandoo porta saiu outra receber morte haviam dar senhor frederico eveshim escravo conrado imperador sabendo vinham matar fez sair paço deitou cama aonde cuidando imigos conrado mataram outros muitos escravos nome mereciam ficasse eterno memoria,XVI
historiador joao barros duque bragança marques vila real cidade lisboa coutada almeirim outras semelhantes coisas quais grandeza deu superioridade outras nome ironia todas propria conversaçao pois consiste graça riso dissimulaçao fala palavras considera duas maneiras primeira tirando propriedade coisas segunda furtando sentido razoes mero escarnio outra dissimulada sutileza primeira fraco dizemos hercules louco catao miseravel alexandre mulher pouco casta helena segunda disseramos nunca caiu lança mao nao tomou nela nao chegou ninguem espada falando fugiu nunca pediu nada falando furta paga deve entendendo paga justiça pertence figuras parece basta lembrança palavras devem escusar falar vulgarmente nao hao estrangeiras esquisitas inovadas,XVI
prova experiencia passaram italia tomaram primeiro terra reino napoles onde ravena dali destrito modena onde agora chamam mirandola naquele tempo montanhas incultas habitadas somente alguns pastores começaram viver dois amantes guardando gado fazendo verdadeiros bem fingidos amores pastoris tendo lugar paços reais tanques jardins constantino humildes cabanas natural verdura floridos vales cristalina corrente claras fontes troco galas sedas toucados galantes deixaram simples vestidos montanha capelas flores boninas surroes cajados guardadores ali pisando generoso desprezo vaidade livres ingratos ciumes enganosas suspeitas gozavam puro querer verdadeiro outra coisa perturbasse contentamento receio serem algum modo conhecidos manfredo pouco pouco desbaratando via daqueles dois,XVI
conhecendo vao vencer rogos cobiça ordenou pitio ceia esplendida dia festa todas iguarias deu formadas ouro alegrouse primeira vista magnificencia aparato lhas apresentavam porem discurso banquete nao viu nenhuma pudesse comer preguntou iguarias verdadeiras confessando daquelas fingidas queres apresente outra comida so cuidado tens diante ocupas todos vassalos pois nao lavram campos cultivam arvores pescam rios caçam aves criam animais exercicio continuo tirar ouro contentate tambem fruto mantimento ardil emendou alguma parte demasia bem parece entendia verdade halaono imperador tartaria vencendo baldaco calife mestre seita maometica poderoso rico entao havia mundo vendo nao ajudar riquezas nao despender soldo nao resistencia,XVI
afirmar pago lembrança diligencia fizemos trazer conosco voltamos porta tirei pedra janela onde disseram ceava pindaro cada dois fez inveja ah senhor dom julio tao grande trovoada comprimentos secos nao podia deixar lançar pedra feita conta sei nao posso pagar devo alem dessa honra merce senao humildade todas reconheço vossas daivos satisfeito desejos aqui ponto comprimentos porque nao polvora primeira salva ja quisera meter meio porque ateardes cortesias nao havera pague nao pindaro corrente tao arrebatada nao vau nenhuma retorica mundo agora levastes tres tiro nao dou seguro neste lugar inda casa porem nao tendes razao contra pindaro cada vez,XVI
tenacidade velho pai via responder tao mal inclinaçoes ja idade continuaçao gastar largo menos rico muitas vezes dizia aconselhava brandura conservasse ganhara honra passados nao degenerasse seguir vileza interesse usasse riquezas nobre favorecesse velhice criara honrasse pequenos irmaos proveitoso amigos parentes benigno pobres nao cativasse trabalho entesourar riquezas fruto falar morto aconselhar avarento cuidado vao nenhum efeito faziam paternos rogos ma natureza sucedeu senado daquela republica nobreza pessoa mancebo industria sagacidade mostrava elegeram companhia outros ir embaixada roma sumo pontifice partida vendo pai ocasiao havia desejava mandou secretamente fazer chaves falsas entrou camara filho abriu cofres inutil tesouro depositado brevidade,XVI
tendo esquinencia nao usava outro remedio unguento fazia mel cuspo dama imaginando virtude podia dar saude untando garganta maneira amor tira sentidos juizo emprega todo cuidados mim ouvi sempre dizer nao podia nescio bom namorado agora vejo contradiz vossa opiniao pois amam nao entendimento so discreto sabe amante perde juizo maos amor nescio mal pudera perder nelas nao falando ponto vossa duvida amante nao fica nescio pareceo muitas açoes sentidos entendimento porque transportado imaginaçao ama descuida tudo nao paixao estranhamente contenta ouvir razao desculpar comigo maus sucessos namorados nao sabia tao boa desculpa assas grande esquecer coisas menores si porque,XVI
vista mar oceano fresca verao muitos favores natureza rica estio inverno frutos comodidades ajudam passar vida saborosamente porque vizinhança portos mar parte outra comunicaçao ribeira enche vales outeiros arvoredos verdura todos tempos ano diferentes lugares costuma buscar necessidade homens respeito sempre sitio escolhido desvio corte voluntario desterro trafego cortesaos ali quintas amigos heranças costumam valhacouto excessivos gastos cidade inverno aldeia feita corte homens tanto preço podiam fazer qualquer parte juntava maior casa dum antigo morador daquele lugar tambem outra idade casa reis onde mudança experiencia anos fez eleiçao montes passar neles ficavam vida grande acerto colhe fruto maduro desenganos ali,XVI
junto gravidade peso tristeza sucessos tragicos porque tambem variedade costuma entreter deleitar animo homens certa propria dialogos parece gosto serao melhor recebidos pois assim principal razao porque aprovais dialogos porque familiarmente parecem pratica desejo saber nobre coisa pratica escritura porque mim parece escritura deve melhor lugar antes merecia pratica parecer agora encontra vossa opiniao nenhuma duvida ha pratica nobre antiga excelente porque alem falar operaçao natural homens ato fazem vantagem diferença todos animais escritura nao escrava servente palavras escrever nao outra coisa suprir instrumento meio arte maos voz nao pode exprimir alcançar ouvidos distancia lugar escreve ausentes discurso tempo escreve,XVI
